amount,transaction_frequency,account_age,transaction_hour,previous_average_amount,failed_attempts,location_change,is_new_beneficiary,is_fraud
32458.292114377997,6,11,3,1144.537450577983,2,0,1,1
159.02270788109442,4,1394,15,252.00534386413577,0,0,0,0
7399.79740378595,8,3,18,99.38076686961894,0,1,1,1
2500.0,10,336,1,834.4959282973289,0,0,1,1
84.5811279741369,5,551,11,80.10129207929968,0,0,0,0
3855.154402666612,9,13,8,231.04938047378707,2,1,1,1
22.480098364479815,3,570,16,23.746107210578092,0,0,0,0
573.6076468370162,1,96,20,476.86636151063675,0,1,0,0
178.63709188849737,2,105,15,281.6455359797582,0,0,1,0
158.86614639098212,4,244,5,189.20180675569435,0,0,0,0
27.50171159436034,2,1321,12,43.66920715139119,0,0,0,0
347.0695845247232,3,587,21,511.1608631203513,0,0,1,0
294.89455492908075,3,1235,0,397.7502692282564,0,0,0,0
19.340182002370682,4,1176,12,24.86746776742185,0,1,1,0
87.3027291832897,2,61,5,78.795403899299,0,0,0,0
69.18169095125319,4,188,16,86.57668956106154,0,0,0,0
29.24872452253124,6,515,14,34.64217564683033,0,1,0,0
304.63845903538305,2,189,17,407.8666062864167,0,0,1,0
1002.7274723566115,1,847,9,700.9189430489411,0,0,0,0
377.59102098994566,2,492,5,392.9675319778242,0,0,0,0
80.1451881883355,1,1606,10,78.86470459036441,0,0,0,0
62820.9196064841,13,855,23,145.4518717863669,1,1,1,1
69.47369572697161,6,882,16,90.06667526654238,0,0,0,0
96.48514137657831,2,1095,6,67.29625470860083,0,1,0,0
79.92692225060715,1,764,6,50.02716083269213,0,0,0,0
27.188540447534276,2,684,6,28.944075447684757,0,0,0,0
2500.0,9,27,17,605.6952699945924,0,1,1,1
17.743765525368637,3,349,23,16.11055835560334,0,0,0,0
50.462700580824446,6,410,16,42.78309189051436,0,0,0,0
72.26618051340661,2,1527,7,109.89777715101717,0,0,1,0
41539.74295043103,7,25,1,186.61105685786856,3,0,1,1
355.5746062841821,4,1588,16,389.6211437061259,0,0,0,0
555.5629781003787,3,577,4,793.456080587319,0,0,0,0
124.10671160609172,2,1500,13,181.40443990250395,0,0,0,0
592.9905905477947,4,1121,19,531.1235116367815,0,0,0,0
232.2516034338155,6,506,2,173.14199297875615,0,0,0,0
249.42422138547997,3,708,14,380.4219859573105,0,0,0,0
238.01621567256382,3,290,19,308.9641026525043,0,0,0,0
477.89422709616895,2,1789,8,661.8172804807165,0,0,1,0
186.2965039294998,3,1617,19,268.06636752042056,0,0,0,0
33.476529149409394,4,1307,6,42.57744768259834,0,0,0,0
40.34178687125488,1,1702,10,52.3204892590124,0,0,0,0
374.3813147778645,2,1437,18,551.3133187513818,0,0,1,0
228.69218218609166,2,1286,8,333.30060859097665,0,0,0,0
2500.0,7,316,11,1103.380673007042,1,1,1,1
8898.301824154647,4,24,3,575.7920378975736,2,1,1,1
82.24294639034245,2,1214,10,61.761342891608955,0,0,0,0
273.083010102566,3,552,17,254.65946384204423,0,0,0,0
2892.8624575138156,7,6,2,281.4334670239478,2,1,1,1
134.57818742436123,3,747,13,186.8892677979736,0,0,0,0
379.4226911900132,2,1609,0,232.81461418726806,0,0,1,0
700.2597179162485,2,748,12,432.9741096054578,0,0,0,0
399.3189013659082,6,176,22,391.25343035350846,0,0,0,0
20.41001284154929,3,143,10,16.322716293738146,0,0,0,0
56.82760702779201,2,1118,8,54.40972681612586,0,0,1,0
2500.0,11,79,4,444.2033017555431,1,1,1,1
153.44765245377192,2,849,15,141.27359802109217,0,0,0,0
158.38151866179686,2,522,14,232.08805988542866,0,0,0,0
160.46081207548272,6,648,13,150.215987386858,0,1,0,0
192.0755706526542,4,1577,18,178.68889341357996,0,0,0,0
336.35303235262256,3,1308,13,385.12474695910237,0,0,0,0
57.680983312240635,1,828,11,91.12625840426062,0,0,0,0
3717.546793314966,9,27,12,693.0845569489612,2,1,1,1
72.50328227653058,5,344,13,64.409454968505,0,0,0,0
95.33863712126605,3,180,6,83.39829975994833,1,0,0,0
194.4641257250239,3,781,15,204.11167970772618,1,0,0,0
311.50330146122405,2,530,21,236.54577700046343,0,0,1,0
84912.21626795793,12,1079,3,842.6732388198034,1,1,0,1
566.6654431071341,1,1648,8,348.66207653430433,0,0,0,0
180.29831858270364,3,1249,14,172.92370132304666,0,0,0,0
539.7280872442658,3,566,11,770.6626138258925,0,0,0,0
569.9837685632406,2,701,23,605.0834503689139,0,0,0,0
501.97112580579955,2,395,14,770.2902405071118,0,0,0,0
667.4274926699592,6,373,10,907.7000314337356,0,0,0,0
97.87125640673257,2,265,11,93.08523136189517,0,0,0,0
317.7707330197241,2,195,7,345.6430686694558,1,0,1,0
69.70624023258068,5,1568,11,110.86217616158538,0,0,0,0
192.01249571816106,3,485,11,174.45446787920633,0,0,0,0
150.02776071012678,2,337,13,133.536107113325,0,0,0,0
520.4337445147715,2,951,15,485.18447035135284,0,0,1,0
108.33105109723176,3,1261,3,157.96209129811558,0,0,0,0
132.71430196176243,1,330,12,178.28301925200904,0,0,0,0
64.75308578973397,4,745,11,88.14292950025222,0,1,0,0
534.3006668235831,5,1241,7,330.13305610160916,0,0,0,0
160.77331605483297,2,1779,7,143.11555786795483,0,1,1,0
931.2644197047216,2,648,11,1265.0470611815333,0,0,0,0
308.6407143832703,3,1560,13,351.0412667837888,0,0,1,0
19.170876402831773,2,302,4,23.793178516273706,0,0,0,0
326.2498591237974,1,1562,14,378.4084759316963,0,0,1,0
148.9992254209272,2,1732,20,142.88856797230827,0,0,0,0
691.5938238588514,3,135,10,561.5723066811164,0,0,0,0
359.90866906864807,2,656,5,221.88030356372323,0,0,0,0
176.03821890023232,2,1238,13,191.43545547792755,0,0,0,0
412.2546068240604,3,1214,7,577.6798642484242,0,0,0,0
217.700947361593,1,1023,12,309.234085682823,0,0,0,0
24.86642819692038,3,496,6,17.613913747730102,0,0,0,0
104.8282005291647,5,651,7,83.86913777105576,0,0,0,0
19.944180193695786,6,1695,5,28.372659191591673,0,0,0,0
489.87068897196474,3,1555,7,530.2438257950738,0,0,0,0
120.39629823002934,3,239,17,181.67716935085804,0,0,0,0
418.8137202716837,2,112,15,507.678545298612,0,0,0,0
1116.003203010973,4,1668,7,1425.5170965552577,0,0,0,0
100.2176855148373,4,585,9,70.48034558575787,0,0,0,0
273.08406163255944,4,1387,13,318.6452022769872,0,0,0,0
281.34911961452474,1,1419,15,396.98880710744805,0,0,0,0
686.5320913504091,3,408,9,1039.3351588893356,0,1,1,0
359.80786009345263,1,798,17,284.19952396824664,0,0,0,0
117.49354908039409,4,858,12,121.96520638800256,0,0,0,0
2500.0,6,435,15,927.2156026863154,0,1,0,1
374.4297547788256,4,271,7,471.3237345946961,0,0,1,0
279.32773898670507,2,1741,22,282.80989936246726,0,0,0,0
253.55668667673723,6,1790,3,303.2102171526627,0,0,0,0
192.74429340939315,3,1623,12,266.1447035262017,0,0,0,0
1082.8973913387997,3,147,10,1600.2257534228586,0,0,0,0
110.46095538962977,2,88,22,145.45037576442203,0,0,0,0
118.3206198266346,3,1756,14,152.95512257200068,0,0,0,0
781.1870045703134,3,491,12,820.9552455632119,0,0,1,0
22.882807374011612,1,913,16,25.252856228896334,0,0,1,0
544.114656022014,4,1688,9,414.9677709188055,0,0,1,0
247.59854314410913,3,220,14,191.79502637550632,0,1,0,0
467.8366279595076,2,1249,9,613.0985017462697,0,0,0,0
36.86255331659801,1,361,14,29.363227610092896,0,0,0,0
29806.99468445641,9,15,15,118.91979553470202,1,1,1,1
137.9546016468165,2,849,20,94.64156513394632,0,1,0,0
87.78954916739148,3,125,7,110.96560244652316,0,0,1,0
595.1905912635929,3,1278,7,498.3218300252543,0,0,1,0
2500.0,6,13,0,484.22055930818175,2,0,1,1
32.75956440105039,2,1689,6,50.9597103090641,0,0,0,0
151.88184656495,3,868,7,216.04545335657374,0,0,1,0
22.879414482890137,2,1497,10,35.02438978851568,0,0,0,0
882.0107213595633,4,1215,1,1249.0476475609232,0,0,0,0
17.74281088891142,3,1338,11,15.336633301728973,0,0,0,0
116.13713317237065,1,1570,10,105.16355091570313,0,0,0,0
56.62837502437104,2,426,14,59.90412500638077,0,0,0,0
252.9704027339216,3,297,2,276.2897931228166,0,0,1,0
104.17404401641602,6,1533,17,69.23763741765924,0,0,1,0
788.9190881883197,2,1082,13,1212.4300668696276,0,0,0,0
89.57793555201151,6,636,19,95.04114569990797,0,0,0,0
323.31191504718976,3,1501,14,372.1889659691858,0,0,0,0
55.00336712902882,2,318,8,76.94867033255213,0,0,0,0
193.53536165482663,3,1271,9,151.56925617490313,0,0,0,0
92.01279812908139,2,1763,15,135.67416495321464,0,0,0,0
50.45314430105309,1,551,12,42.05531623216632,0,0,0,0
103.73021040697977,3,853,23,123.538462769,0,0,0,0
97.72184806865101,2,1635,8,144.5662256491796,0,0,0,0
65540.46511034673,8,1104,6,995.3783396887711,0,1,0,1
692.3053678835677,2,1354,12,779.2714850510213,0,0,0,0
283.3403182190221,3,624,10,177.2597475183396,0,0,0,0
372.42929766678964,5,1626,6,316.5357710613442,0,0,0,0
80.81909121047899,6,116,13,100.15318037226636,0,0,0,0
59.993453105602256,3,377,18,49.351044765504845,0,1,0,0
98.41143113744324,5,1686,19,110.40795968433314,0,0,0,0
95.23108792952443,6,1167,16,100.60743411803412,0,0,1,0
27.41379400881211,4,1743,6,20.347456768495135,0,0,0,0
252.7477512845653,2,906,10,323.483611877586,0,0,0,0
489.3537336176717,5,846,9,430.5521811790075,0,0,1,0
54.4203813640162,2,31,18,39.82864169077306,0,0,0,0
7862.189153623795,7,9,0,1117.5857679292828,3,1,1,1
247.20079207707323,2,685,3,280.5730032248977,0,0,0,0
99.58894143119942,3,151,11,133.86175905529254,0,0,0,0
38.541858797966455,3,369,13,44.615688497176905,0,0,0,0
403.751454146419,5,1615,11,315.79368754257797,0,0,0,0
41.37342394284184,2,959,12,63.18532920856731,0,0,1,0
3502.6773832708777,11,8,10,341.9219560458346,0,1,1,1
648.1828829688714,2,743,12,511.46972709363627,0,0,1,0
350.19980511135515,3,61,14,441.1004846286248,0,0,0,0
307.91948742205926,2,1641,21,313.3990494166522,0,0,0,0
2500.0,9,11,6,979.799117533892,0,1,1,1
144.52950661024386,6,1225,12,116.15941494650768,0,0,0,0
49.7967836108368,1,859,17,33.400578668943524,0,0,0,0
152.9254388681019,2,987,19,165.0479245468702,0,0,0,0
18.822017135507416,1,1029,17,19.825628647386257,0,0,0,0
419.2408761838356,2,1450,10,486.97589678358287,0,0,0,0
306.9793906051159,2,873,8,195.53459461630078,0,0,0,0
123.56551443088715,4,1359,10,140.97455202116853,0,0,1,0
318.94226568427746,3,1523,21,349.22008392013765,0,0,0,0
275.1115132806377,3,177,13,432.1965585586057,0,0,1,0
111.65568901347429,6,424,17,149.18149926282766,0,1,0,0
166.6517370455274,6,66,16,243.39728459198267,0,0,0,0
12540.076548433293,9,1,12,382.94671849132743,1,1,1,1
9594.468248730307,7,17,4,1047.2621055215895,3,0,1,1
8033.568148075794,9,25,6,247.88090931297958,1,1,1,1
2016.5445589452554,4,1241,8,2089.6957997063455,0,0,0,0
2500.0,10,27,1,877.2607437282261,0,1,1,1
168530.80233229842,10,1052,14,77.27161836205761,1,0,1,1
800.3008568238338,1,1211,14,623.0781081237423,0,0,0,0
17289.0541672749,13,28,10,897.0450814669827,3,0,1,1
495.33736329385965,6,55,6,299.87896900111576,0,0,0,0
2627.7607569801935,11,16,5,121.25436427856813,3,0,0,1
213.42502459723946,1,714,14,249.74511651320415,0,1,1,0
134.49546689028767,3,190,15,195.5664170812196,0,0,0,0
210.76684162871112,2,1117,9,248.12162311208468,0,0,1,0
410.6848250252278,5,738,9,492.4274189701995,0,0,0,0
139.88131509961983,4,724,16,85.07543851019194,0,0,0,0
504.56606771789296,3,220,15,600.7195273941938,0,0,0,0
584.282710012471,5,479,19,771.6376702779307,0,0,0,0
53.07882352746739,2,1439,8,55.69008785012693,0,0,0,0
47.095659755895475,4,479,16,47.08792759047578,0,0,0,0
2500.0,7,24,3,915.4749772920982,0,1,1,1
99.60887133635318,3,452,17,138.42431230692827,0,0,0,0
207.79885334589142,6,1638,12,250.20418804123295,0,0,0,0
3446.10856668533,12,582,20,1110.0647805547148,3,1,1,1
250.02472914336695,4,1425,9,226.19592045813872,0,0,0,0
103.24017393836313,3,698,11,102.50651339184186,0,0,0,0
2500.0,5,9,3,183.9132502411442,1,0,1,1
274.0779312220932,2,40,13,189.00923792327458,0,0,1,0
340.27686705842876,3,1799,6,346.57330592816305,0,0,0,0
58.18479073517588,4,298,6,46.14674217656794,0,0,0,0
91.695787294158,3,1083,13,55.61087076531214,0,0,1,0
238.04821260389298,3,584,13,166.26417447574804,0,0,0,0
92.46068147468962,2,1025,3,58.23002055642225,0,0,0,0
66.87348215502128,3,393,12,101.51985829796895,0,0,0,0
190.87446008942572,3,662,10,207.25689667895466,0,0,0,0
92.77086670990737,1,184,12,80.71724512469292,0,0,0,0
99.17962214865987,1,1352,9,64.29378770967149,0,0,0,0
744.7938826273004,2,1155,8,517.5340812736931,0,0,0,0
369.09400095208787,4,570,10,355.9424006080135,0,0,1,0
5941.604677962049,8,24,2,547.9269237403928,2,1,1,1
622.5610795134493,1,1713,18,989.8182691105104,0,0,0,0
230.33684445182266,2,425,15,158.70470312114654,0,0,0,0
75.92312677321408,4,365,14,78.82309788065943,0,0,0,0
450.837117163035,1,496,18,372.05054031877467,0,1,0,0
100.64092191675778,3,277,13,100.53120735242989,0,0,1,0
193.52772397730715,3,50,16,119.03149756882743,0,0,0,0
287.7172683583524,3,1729,19,233.38054037758894,0,0,0,0
760.3573688102541,2,242,19,861.8318891148124,0,1,1,0
19205.096823456683,6,117,10,465.87212612624677,0,1,1,1
83.47220857335034,3,229,9,53.5814704464008,0,0,0,0
332.34446726682455,3,1740,5,418.62180956922947,0,0,0,0
75.82061594459368,2,767,16,86.41838041359708,0,0,0,0
625.8231838132032,2,1018,8,835.6402530005522,0,0,0,0
159.7427859623753,1,1548,7,140.1499665328456,0,0,0,0
30.89432389118995,2,628,8,44.24693681505286,0,0,0,0
653.3734761884182,3,1646,16,835.4238532869688,0,0,0,0
247.5849883094133,1,1037,16,358.2009075740219,0,0,1,0
175.09948628155556,4,1146,9,249.25807339649776,0,0,0,0
25.792639811011842,1,806,10,37.95356726247964,0,0,0,0
139.59666934699487,3,859,13,89.76721269163947,0,0,0,0
164.37646142082914,4,1092,18,148.27303277162386,0,0,0,0
207.24715821329178,3,663,9,245.55955361028347,0,0,0,0
382.7224220185656,3,361,15,307.27401295774223,0,0,0,0
33807.45767110593,6,19,1,861.8508991204851,2,1,1,1
6882.517414657642,11,19,12,982.6290922190449,2,1,1,1
240.04237764223433,1,402,12,351.7392971859691,0,0,0,0
372.1099304944139,4,522,7,514.6159858317297,0,0,0,0
204.8234297848152,3,1683,8,285.05298514522616,0,0,0,0
894.2947558516487,4,795,13,1288.755205280302,0,0,0,0
37215.75390402571,3,29,15,1000.5568378726693,0,1,1,1
11.516350148096835,3,1272,12,15.921018889667407,0,0,0,0
81.87634376856364,3,1421,7,92.42700069186175,0,0,0,0
851.8288647468369,2,725,13,1314.4068516272607,0,0,1,0
63.150243167282675,1,948,6,86.61068578997822,0,0,0,0
561.6219338712652,5,378,9,799.6491027081779,0,0,1,0
109.4691519157784,3,1081,19,173.58024367388057,0,0,1,0
344.78378059312604,3,54,9,502.7788199633454,0,0,1,0
280.09420411815614,3,1744,13,285.6045035398448,0,0,0,0
144.3367133737001,3,1563,4,209.89895011554734,0,0,0,0
242.98859356529812,5,1569,6,231.15101969533097,0,0,0,0
58.74640917031067,2,576,6,56.697421255695346,0,0,0,0
1303.1548865978505,2,231,16,1290.95146249567,0,0,0,0
8732.603151468491,9,26,4,360.7020123728291,2,1,1,1
688.5777761854896,4,971,17,815.983068740328,0,0,0,0
299.2447037361778,4,1665,14,406.7146300483503,0,0,1,0
512.5454365404805,2,982,15,796.865697165152,0,0,0,0
285.3490792930767,3,996,19,197.91424527792395,0,0,1,0
17477.991495505474,8,368,4,453.6196745429203,1,1,1,1
298.1692000346409,2,950,11,433.2646535472221,0,0,0,0
2500.0,5,15,17,550.9513230418984,3,1,1,1
119.99774647059442,3,1276,6,128.03432641690054,0,0,0,0
726.390176245193,6,1372,17,771.9627408138507,0,0,0,0
6352.607951162541,9,27,8,1077.0830334877442,1,1,1,1
168.97662708612702,3,663,7,167.8803804796094,0,0,1,0
56.86460269277205,2,1091,11,71.29479408273791,0,0,0,0
156.92388577555548,2,33,10,148.79048045199693,0,0,0,0
333.74014072917106,2,841,15,533.4381500240279,0,0,0,0
102.53874745734971,5,393,8,149.4640310234405,0,0,0,0
171.83701106449686,6,1473,14,164.38807768060303,0,1,0,0
29.957679100207642,6,611,17,36.012853565166175,0,0,0,0
8429.461949708957,6,832,1,725.5563921357829,1,1,1,1
761.4636408229411,3,1091,10,1106.0513395378123,0,0,0,0
15126.877969810394,13,1117,16,1058.9796756409442,1,0,1,1
12343.738469901142,10,889,14,258.1316429553906,0,1,1,1
1216.9849835079594,4,1687,7,1192.3625962426327,0,0,0,0
70.66535648320934,5,1301,15,44.863100328951695,0,0,0,0
143.66423365503348,3,254,4,97.85704788822568,0,0,0,0
59.468962765486914,3,783,16,75.74200698239022,0,0,1,0
37.18020390964656,3,1275,16,41.47410341406536,0,1,0,0
543.651832998278,6,425,13,775.3747840587176,0,0,1,0
13304.885714654032,9,894,14,1103.7415253903393,1,1,1,1
462.1517028282213,2,1605,13,364.0354471676346,0,0,0,0
493.2981528460623,1,1652,12,691.7808654183506,0,0,0,0
43.744464295256314,2,1762,17,56.54152311702292,0,0,0,0
193.37458635739537,1,768,12,280.60754425369055,0,1,0,0
198.0689941089101,1,1076,8,217.4589423202327,0,0,0,0
247.7232060782326,3,235,7,372.7326938254696,0,0,0,0
24.949798914129566,6,1144,12,27.781774623858766,0,0,0,0
125.26400373425732,1,164,1,122.25585623385449,0,0,0,0
192.6424188037824,3,1380,14,236.52199210236375,0,0,0,0
306.8460285972965,6,200,8,311.87322722097304,0,0,0,0
437.40230365275113,3,611,8,295.18475117531756,0,0,0,0
14602.678024787578,10,8,5,156.43264336331112,3,1,1,1
166.06869569408087,2,326,17,248.2714560426964,0,0,0,0
4365.844060148658,10,3,1,1152.3708065937562,0,1,1,1
472.1431441299519,4,154,7,379.07496900867096,0,0,1,0
19771.46732609243,8,36,2,509.1098501296072,2,0,0,1
708.0725907285015,4,886,11,902.0552395784878,0,0,0,0
13.063654363556623,4,1224,14,10.474272132662152,0,0,0,0
86.12578601575542,3,1055,14,66.29296138786009,0,0,0,0
238.4563415434178,4,174,13,288.38273118019845,0,0,0,0
47.35012780699264,4,1543,20,33.60434040381412,0,0,0,0
245.04680896106424,6,738,6,156.7607966797514,0,0,0,0
19750.63147016308,7,24,6,170.86068929866158,0,1,1,1
193.7635521506795,3,1392,15,254.4321849522572,0,0,0,0
2500.0,11,864,2,487.12199538290724,1,1,1,1
130.07766512809502,2,414,18,207.20754262761128,0,0,1,0
127.32212606019498,3,1402,13,87.78986755167996,0,0,0,0
417.8190683816336,2,656,7,446.9429410295361,0,0,0,0
386.85109633692014,1,596,8,370.3166477455216,0,0,0,0
230.96825570242933,5,669,20,241.08489712988086,0,0,0,0
8061.161426246049,11,471,8,615.8015333168925,1,0,0,1
37.18647474365248,5,72,12,52.369644910124286,0,1,1,0
269.6477462710666,1,1428,20,371.306188565558,0,0,0,0
24.02083463444209,3,330,21,15.051149572035577,0,0,0,0
1671.0559703711801,1,1538,19,1377.755197633621,0,0,1,0
186.58343554469684,3,1129,23,202.38667680275518,0,0,0,0
760.333099311117,5,1510,10,990.825143914561,0,0,0,0
449.9561466353723,1,254,10,681.384616214291,0,0,0,0
31211.821772744108,13,329,3,555.3689134404237,0,1,1,1
117.6983707575244,3,1300,1,124.08795511759413,0,0,0,0
241.5884220903974,2,369,16,285.5792127665782,0,0,0,0
840.4765149433616,3,205,15,748.8493251351,1,0,0,0
92.66613544900041,2,138,15,98.67750787804867,0,0,1,0
586.3074247260736,4,559,9,692.0272164446756,0,0,0,0
234.3720191470187,2,1449,10,259.793918394994,0,0,0,0
20.03937670500003,2,497,12,27.054258437454394,0,0,0,0
348.34821866606035,3,1327,16,465.781252336297,0,0,0,0
42.55149531365961,3,264,8,49.881068736375994,0,0,0,0
723.2740291843731,4,1408,1,486.11562141673664,0,0,1,0
